providerName,resourceType,supportsTags,costReport
Microsoft.Billing,importRequests/acceptImportRequest,FALSE,FALSE
Microsoft.Billing,importRequests/declineImportRequest,FALSE,FALSE
Microsoft.Billing,invoices,FALSE,FALSE
Microsoft.Billing,transfers,FALSE,FALSE
Microsoft.Billing,transfers/acceptTransfer,FALSE,FALSE
Microsoft.Billing,transfers/declineTransfer,FALSE,FALSE
Microsoft.Billing,transfers/operationStatus,FALSE,FALSE
Microsoft.Billing,usagePlans,FALSE,FALSE
Microsoft.BingMaps,mapApis,TRUE,TRUE
Microsoft.BingMaps,updateCommunicationPreference,FALSE,FALSE
Microsoft.BizTalkServices,BizTalk,TRUE,TRUE
Microsoft.Blueprint,blueprintAssignments,FALSE,FALSE
Microsoft.Blueprint,blueprintAssignments/assignmentOperations,FALSE,FALSE
Microsoft.Blueprint,blueprintAssignments/operations,FALSE,FALSE
Microsoft.Blueprint,blueprints,FALSE,FALSE
Microsoft.Blueprint,blueprints/artifacts,FALSE,FALSE
Microsoft.Blueprint,blueprints/versions,FALSE,FALSE
Microsoft.Blueprint,blueprints/versions/artifacts,FALSE,FALSE
Microsoft.BotService,botServices,TRUE,TRUE
Microsoft.BotService,botServices/channels,FALSE,FALSE
Microsoft.BotService,botServices/connections,FALSE,FALSE
Microsoft.Cache,Redis,TRUE,TRUE
Microsoft.Cache,RedisConfigDefinition,FALSE,FALSE
Microsoft.Capacity,appliedReservations,FALSE,FALSE
Microsoft.Capacity,calculatePrice,FALSE,FALSE
Microsoft.Capacity,catalogs,FALSE,FALSE
Microsoft.Capacity,commercialReservationOrders,FALSE,FALSE
Microsoft.Capacity,reservationOrders,FALSE,FALSE
Microsoft.Capacity,reservationOrders/calculateRefund,FALSE,FALSE
Microsoft.Capacity,reservationOrders/merge,FALSE,FALSE
Microsoft.Capacity,reservationOrders/reservations,FALSE,FALSE
Microsoft.Capacity,reservationOrders/reservations/revisions,FALSE,FALSE
Microsoft.Capacity,reservationOrders/return,FALSE,FALSE
Microsoft.Capacity,reservationOrders/split,FALSE,FALSE
Microsoft.Capacity,reservationOrders/swap,FALSE,FALSE
Microsoft.Capacity,reservations,FALSE,FALSE
Microsoft.Capacity,resources,FALSE,FALSE
Microsoft.Capacity,validateReservationOrder,FALSE,FALSE
Microsoft.Cdn,edgenodes,FALSE,FALSE
Microsoft.Cdn,profiles,TRUE,TRUE
Microsoft.Cdn,profiles/endpoints,TRUE,TRUE
Microsoft.Cdn,profiles/endpoints/customdomains,FALSE,FALSE
Microsoft.Cdn,profiles/endpoints/origins,FALSE,FALSE
Microsoft.Cdn,validateProbe,FALSE,FALSE
Microsoft.CertificateRegistration,certificateOrders,TRUE,TRUE
Microsoft.CertificateRegistration,certificateOrders/certificates,FALSE,FALSE
Microsoft.CertificateRegistration,validateCertificateRegistrationInformation,FALSE,FALSE
Microsoft.ClassicCompute,capabilities,FALSE,FALSE
Microsoft.ClassicCompute,domainNames,FALSE,FALSE
Microsoft.ClassicCompute,domainNames/capabilities,FALSE,FALSE
Microsoft.ClassicCompute,domainNames/internalLoadBalancers,FALSE,FALSE
Microsoft.ClassicCompute,domainNames/serviceCertificates,FALSE,FALSE
Microsoft.ClassicCompute,domainNames/slots,FALSE,FALSE
Microsoft.ClassicCompute,domainNames/slots/roles,FALSE,FALSE
Microsoft.ClassicCompute,moveSubscriptionResources,FALSE,FALSE
Microsoft.ClassicCompute,operatingSystemFamilies,FALSE,FALSE
Microsoft.ClassicCompute,operatingSystems,FALSE,FALSE
Microsoft.ClassicCompute,quotas,FALSE,FALSE
Microsoft.ClassicCompute,resourceTypes,FALSE,FALSE
Microsoft.ClassicCompute,validateSubscriptionMoveAvailability,FALSE,FALSE
Microsoft.ClassicCompute,virtualMachines,FALSE,FALSE
Microsoft.ClassicCompute,virtualMachines/diagnosticSettings,FALSE,FALSE
Microsoft.ClassicInfrastructureMigrate,classicInfrastructureResources,FALSE,FALSE
Microsoft.ClassicNetwork,capabilities,FALSE,FALSE
Microsoft.ClassicNetwork,expressRouteCrossConnections,FALSE,FALSE
Microsoft.ClassicNetwork,expressRouteCrossConnections/peerings,FALSE,FALSE
Microsoft.ClassicNetwork,gatewaySupportedDevices,FALSE,FALSE
Microsoft.ClassicNetwork,networkSecurityGroups,FALSE,FALSE
Microsoft.ClassicNetwork,quotas,FALSE,FALSE
Microsoft.ClassicNetwork,reservedIps,FALSE,FALSE
Microsoft.ClassicNetwork,virtualNetworks,FALSE,FALSE
Microsoft.ClassicNetwork,virtualNetworks/remoteVirtualNetworkPeeringProxies,FALSE,FALSE
Microsoft.ClassicNetwork,virtualNetworks/virtualNetworkPeerings,FALSE,FALSE
Microsoft.ClassicStorage,capabilities,FALSE,FALSE
Microsoft.ClassicStorage,disks,FALSE,FALSE
Microsoft.ClassicStorage,images,FALSE,FALSE
Microsoft.ClassicStorage,osImages,FALSE,FALSE
Microsoft.ClassicStorage,osPlatformImages,FALSE,FALSE
Microsoft.ClassicStorage,publicImages,FALSE,FALSE
Microsoft.ClassicStorage,quotas,FALSE,FALSE
Microsoft.ClassicStorage,storageAccounts,FALSE,FALSE
Microsoft.ClassicStorage,storageAccounts/services,FALSE,FALSE
Microsoft.ClassicStorage,storageAccounts/services/diagnosticSettings,FALSE,FALSE
Microsoft.ClassicStorage,storageAccounts/vmImages,FALSE,FALSE
Microsoft.ClassicStorage,vmImages,FALSE,FALSE
Microsoft.CognitiveServices,accounts,TRUE,TRUE
Microsoft.Commerce,RateCard,FALSE,FALSE
Microsoft.Commerce,UsageAggregates,FALSE,FALSE
Microsoft.Compute,availabilitySets,TRUE,TRUE
Microsoft.Compute,disks,TRUE,TRUE
Microsoft.Compute,images,TRUE,TRUE
Microsoft.Compute,restorePointCollections,TRUE,TRUE
Microsoft.Compute,restorePointCollections/restorePoints,FALSE,FALSE
Microsoft.Compute,sharedVMImages,TRUE,TRUE
Microsoft.Compute,sharedVMImages/versions,TRUE,TRUE
Microsoft.Compute,snapshots,TRUE,TRUE
Microsoft.Compute,virtualMachines,TRUE,TRUE
Microsoft.Compute,virtualMachines/diagnosticSettings,FALSE,FALSE
Microsoft.Compute,virtualMachines/extensions,TRUE,TRUE
Microsoft.Compute,virtualMachineScaleSets,TRUE,TRUE
Microsoft.Compute,virtualMachineScaleSets/extensions,FALSE,FALSE
Microsoft.Compute,virtualMachineScaleSets/networkInterfaces,FALSE,FALSE
Microsoft.Compute,virtualMachineScaleSets/publicIPAddresses,FALSE,FALSE
Microsoft.Compute,virtualMachineScaleSets/virtualMachines,FALSE,FALSE
Microsoft.Compute,virtualMachineScaleSets/virtualMachines/networkInterfaces,FALSE,FALSE
Microsoft.Consumption,AggregatedCost,FALSE,FALSE
Microsoft.Consumption,Balances,FALSE,FALSE
Microsoft.Consumption,Budgets,FALSE,FALSE
Microsoft.Consumption,Charges,FALSE,FALSE
Microsoft.Consumption,CostTags,FALSE,FALSE
Microsoft.Consumption,credits,FALSE,FALSE
Microsoft.Consumption,events,FALSE,FALSE
Microsoft.Consumption,Forecasts,FALSE,FALSE
Microsoft.Consumption,lots,FALSE,FALSE
Microsoft.Consumption,Marketplaces,FALSE,FALSE
Microsoft.Consumption,Pricesheets,FALSE,FALSE
Microsoft.Consumption,products,FALSE,FALSE
Microsoft.Consumption,ReservationDetails,FALSE,FALSE
Microsoft.Consumption,ReservationRecommendations,FALSE,FALSE
Microsoft.Consumption,ReservationSummaries,FALSE,FALSE
Microsoft.Consumption,ReservationTransactions,FALSE,FALSE
Microsoft.Consumption,Tags,FALSE,FALSE
Microsoft.Consumption,Terms,FALSE,FALSE
Microsoft.Consumption,UsageDetails,FALSE,FALSE
Microsoft.ContainerInstance,containerGroups,TRUE,TRUE
Microsoft.ContainerInstance,serviceAssociationLinks,FALSE,FALSE
Microsoft.ContainerRegistry,registries,TRUE,TRUE
Microsoft.ContainerRegistry,registries/builds,FALSE,FALSE
Microsoft.ContainerRegistry,registries/builds/cancel,FALSE,FALSE
Microsoft.ContainerRegistry,registries/builds/getLogLink,FALSE,FALSE
Microsoft.ContainerRegistry,registries/buildTasks,TRUE,TRUE
Microsoft.ContainerRegistry,registries/buildTasks/steps,FALSE,FALSE
Microsoft.ContainerRegistry,registries/eventGridFilters,FALSE,FALSE
Microsoft.ContainerRegistry,registries/getBuildSourceUploadUrl,FALSE,FALSE
Microsoft.ContainerRegistry,registries/GetCredentials,FALSE,FALSE
Microsoft.ContainerRegistry,registries/importImage,FALSE,FALSE
Microsoft.ContainerRegistry,registries/queueBuild,FALSE,FALSE
Microsoft.ContainerRegistry,registries/regenerateCredential,FALSE,FALSE
Microsoft.ContainerRegistry,registries/regenerateCredentials,FALSE,FALSE
Microsoft.ContainerRegistry,registries/replications,TRUE,TRUE
Microsoft.ContainerRegistry,registries/runs,FALSE,FALSE
Microsoft.ContainerRegistry,registries/runs/cancel,FALSE,FALSE
Microsoft.ContainerRegistry,registries/scheduleRun,FALSE,FALSE
Microsoft.ContainerRegistry,registries/tasks,TRUE,TRUE
Microsoft.ContainerRegistry,registries/updatePolicies,FALSE,FALSE
Microsoft.ContainerRegistry,registries/webhooks,TRUE,TRUE
Microsoft.ContainerRegistry,registries/webhooks/getCallbackConfig,FALSE,FALSE
Microsoft.ContainerRegistry,registries/webhooks/ping,FALSE,FALSE
Microsoft.ContainerService,containerServices,TRUE,TRUE
Microsoft.ContainerService,managedClusters,TRUE,TRUE
Microsoft.ContentModerator,applications,TRUE,TRUE
Microsoft.ContentModerator,updateCommunicationPreference,FALSE,FALSE
Microsoft.CortanaAnalytics,accounts,TRUE,TRUE
Microsoft.CostManagement,Alerts,FALSE,FALSE
Microsoft.CostManagement,BillingAccounts,FALSE,FALSE
Microsoft.CostManagement,Connectors,TRUE,TRUE
Microsoft.CostManagement,Departments,FALSE,FALSE
Microsoft.CostManagement,Dimensions,FALSE,FALSE
Microsoft.CostManagement,EnrollmentAccounts,FALSE,FALSE
Microsoft.CostManagement,Query,FALSE,FALSE
Microsoft.CostManagement,register,FALSE,FALSE
Microsoft.CostManagement,Reportconfigs,FALSE,FALSE
Microsoft.CostManagement,Reports,FALSE,FALSE
Microsoft.CustomerInsights,hubs,TRUE,TRUE
Microsoft.CustomerInsights,hubs/authorizationPolicies,FALSE,FALSE
Microsoft.CustomerInsights,hubs/connectors,FALSE,FALSE
Microsoft.CustomerInsights,hubs/connectors/mappings,FALSE,FALSE
Microsoft.CustomerInsights,hubs/interactions,FALSE,FALSE
Microsoft.CustomerInsights,hubs/kpi,FALSE,FALSE
Microsoft.CustomerInsights,hubs/links,FALSE,FALSE
Microsoft.CustomerInsights,hubs/profiles,FALSE,FALSE
Microsoft.CustomerInsights,hubs/roleAssignments,FALSE,FALSE
Microsoft.CustomerInsights,hubs/roles,FALSE,FALSE
Microsoft.CustomerInsights,hubs/suggestTypeSchema,FALSE,FALSE
Microsoft.CustomerInsights,hubs/views,FALSE,FALSE
Microsoft.CustomerInsights,hubs/widgetTypes,FALSE,FALSE
Microsoft.DataBox,jobs,TRUE,TRUE
Microsoft.DataBoxEdge,DataBoxEdgeDevices,TRUE,TRUE
Microsoft.Databricks,workspaces,TRUE,FALSE
Microsoft.Databricks,workspaces/virtualNetworkPeerings,FALSE,FALSE
Microsoft.DataCatalog,catalogs,TRUE,TRUE
Microsoft.DataConnect,connectionManagers,TRUE,TRUE
Microsoft.DataFactory,dataFactories,TRUE,FALSE
Microsoft.DataFactory,dataFactories/diagnosticSettings,FALSE,FALSE
Microsoft.DataFactory,dataFactorySchema,FALSE,FALSE
Microsoft.DataFactory,factories,TRUE,FALSE
Microsoft.DataFactory,factories/integrationRuntimes,FALSE,FALSE
Microsoft.DataLakeAnalytics,accounts,TRUE,TRUE
Microsoft.DataLakeAnalytics,accounts/dataLakeStoreAccounts,FALSE,FALSE
Microsoft.DataLakeAnalytics,accounts/storageAccounts,FALSE,FALSE
Microsoft.DataLakeAnalytics,accounts/storageAccounts/containers,FALSE,FALSE
Microsoft.DataLakeStore,accounts,TRUE,TRUE
Microsoft.DataLakeStore,accounts/eventGridFilters,FALSE,FALSE
Microsoft.DataLakeStore,accounts/firewallRules,FALSE,FALSE
Microsoft.DataMigration,services,TRUE,TRUE
Microsoft.DataMigration,services/projects,TRUE,TRUE
Microsoft.DBforMariaDB,servers,TRUE,TRUE
Microsoft.DBforMariaDB,servers/recoverableServers,FALSE,FALSE
Microsoft.DBforMariaDB,servers/virtualNetworkRules,FALSE,FALSE
Microsoft.DBforMySQL,servers,TRUE,TRUE
Microsoft.DBforMySQL,servers/recoverableServers,FALSE,FALSE
Microsoft.DBforMySQL,servers/virtualNetworkRules,FALSE,FALSE
Microsoft.DBforPostgreSQL,servers,TRUE,TRUE
Microsoft.DBforPostgreSQL,servers/advisors,FALSE,FALSE
Microsoft.DBforPostgreSQL,servers/queryTexts,FALSE,FALSE
Microsoft.DBforPostgreSQL,servers/recoverableServers,FALSE,FALSE
Microsoft.DBforPostgreSQL,servers/topQueryStatistics,FALSE,FALSE
Microsoft.DBforPostgreSQL,servers/virtualNetworkRules,FALSE,FALSE
Microsoft.DBforPostgreSQL,servers/waitStatistics,FALSE,FALSE
Microsoft.Devices,IotHubs,TRUE,TRUE
Microsoft.Devices,IotHubs/eventGridFilters,FALSE,FALSE
Microsoft.Devices,ProvisioningServices,TRUE,TRUE
Microsoft.Devices,usages,FALSE,FALSE
Microsoft.DevSpaces,controllers,TRUE,TRUE
Microsoft.DevTestLab,labs,TRUE,TRUE
Microsoft.DevTestLab,labs/serviceRunners,TRUE,TRUE
Microsoft.DevTestLab,labs/virtualMachines,TRUE,TRUE
Microsoft.DevTestLab,schedules,TRUE,TRUE
Microsoft.DocumentDB,databaseAccountNames,FALSE,FALSE
Microsoft.DocumentDB,databaseAccounts,TRUE,TRUE
Microsoft.DomainRegistration,domains,TRUE,TRUE
Microsoft.DomainRegistration,domains/domainOwnershipIdentifiers,FALSE,FALSE
Microsoft.DomainRegistration,generateSsoRequest,FALSE,FALSE
Microsoft.DomainRegistration,topLevelDomains,FALSE,FALSE
Microsoft.DomainRegistration,validateDomainRegistrationInformation,FALSE,FALSE
Microsoft.DynamicsLcs,lcsprojects,FALSE,FALSE
Microsoft.DynamicsLcs,lcsprojects/clouddeployments,FALSE,FALSE
Microsoft.DynamicsLcs,lcsprojects/connectors,FALSE,FALSE
Microsoft.EventGrid,domains,TRUE,FALSE
Microsoft.EventGrid,domains/topics,FALSE,FALSE
Microsoft.EventGrid,eventSubscriptions,FALSE,FALSE
Microsoft.EventGrid,extensionTopics,FALSE,FALSE
Microsoft.EventGrid,topics,TRUE,FALSE
Microsoft.EventGrid,topicTypes,FALSE,FALSE
Microsoft.EventHub,clusters,TRUE,FALSE
Microsoft.EventHub,namespaces,TRUE,FALSE
Microsoft.EventHub,namespaces/authorizationrules,FALSE,FALSE
Microsoft.EventHub,namespaces/disasterrecoveryconfigs,FALSE,FALSE
Microsoft.EventHub,namespaces/eventhubs,FALSE,FALSE
Microsoft.EventHub,namespaces/eventhubs/authorizationrules,FALSE,FALSE
Microsoft.EventHub,namespaces/eventhubs/consumergroups,FALSE,FALSE
Microsoft.Features,features,FALSE,FALSE
Microsoft.Features,providers,FALSE,FALSE
Microsoft.Gallery,enroll,FALSE,FALSE
Microsoft.Gallery,galleryitems,FALSE,FALSE
Microsoft.Gallery,generateartifactaccessuri,FALSE,FALSE
Microsoft.Gallery,myareas,FALSE,FALSE
Microsoft.Gallery,myareas/areas,FALSE,FALSE
Microsoft.Gallery,myareas/areas/areas,FALSE,FALSE
Microsoft.Gallery,myareas/areas/areas/galleryitems,FALSE,FALSE
Microsoft.Gallery,myareas/areas/galleryitems,FALSE,FALSE
Microsoft.Gallery,myareas/galleryitems,FALSE,FALSE
Microsoft.Gallery,register,FALSE,FALSE
Microsoft.Gallery,resources,FALSE,FALSE
Microsoft.Gallery,retrieveresourcesbyid,FALSE,FALSE
Microsoft.GuestConfiguration,guestConfigurationAssignments,FALSE,FALSE
Microsoft.GuestConfiguration,software,FALSE,FALSE
Microsoft.HanaOnAzure,hanaInstances,TRUE,FALSE
Microsoft.HDInsight,clusters,TRUE,TRUE
Microsoft.HDInsight,clusters/applications,FALSE,FALSE
Microsoft.ImportExport,jobs,TRUE,TRUE
Microsoft.InformationProtection,labelGroups,FALSE,FALSE
Microsoft.InformationProtection,labelGroups/labels,FALSE,FALSE
Microsoft.InformationProtection,labelGroups/labels/conditions,FALSE,FALSE
Microsoft.InformationProtection,labelGroups/labels/subLabels,FALSE,FALSE
Microsoft.InformationProtection,labelGroups/labels/subLabels/conditions,FALSE,FALSE
microsoft.insights,actiongroups,TRUE,TRUE
microsoft.insights,activityLogAlerts,TRUE,TRUE
microsoft.insights,alertrules,TRUE,TRUE
microsoft.insights,automatedExportSettings,FALSE,FALSE
microsoft.insights,autoscalesettings,TRUE,TRUE
microsoft.insights,baseline,FALSE,FALSE
microsoft.insights,calculatebaseline,FALSE,FALSE
microsoft.insights,components,TRUE,TRUE
microsoft.insights,components/events,FALSE,FALSE
microsoft.insights,components/pricingPlans,FALSE,FALSE
microsoft.insights,components/query,FALSE,FALSE
microsoft.insights,diagnosticSettings,FALSE,FALSE
microsoft.insights,diagnosticSettingsCategories,FALSE,FALSE
microsoft.insights,eventCategories,FALSE,FALSE
microsoft.insights,eventtypes,FALSE,FALSE
microsoft.insights,extendedDiagnosticSettings,FALSE,FALSE
microsoft.insights,logDefinitions,FALSE,FALSE
microsoft.insights,logprofiles,FALSE,FALSE
microsoft.insights,logs,FALSE,FALSE
microsoft.insights,metricAlerts,TRUE,TRUE
microsoft.insights,migrateToNewPricingModel,FALSE,FALSE
microsoft.insights,myWorkbooks,FALSE,FALSE
microsoft.insights,queries,FALSE,FALSE
microsoft.insights,rollbackToLegacyPricingModel,FALSE,FALSE
microsoft.insights,scheduledqueryrules,TRUE,TRUE
microsoft.insights,vmInsightsOnboardingStatuses,FALSE,FALSE
microsoft.insights,webtests,TRUE,TRUE
microsoft.insights,workbooks,TRUE,TRUE
Microsoft.Intune,diagnosticSettings,FALSE,FALSE
Microsoft.Intune,diagnosticSettingsCategories,FALSE,FALSE
Microsoft.IoTCentral,IoTApps,TRUE,TRUE
Microsoft.IoTSpaces,Graph,TRUE,TRUE
Microsoft.KeyVault,deletedVaults,FALSE,FALSE
Microsoft.KeyVault,vaults,TRUE,TRUE
Microsoft.KeyVault,vaults/accessPolicies,FALSE,FALSE
Microsoft.KeyVault,vaults/secrets,FALSE,FALSE
Microsoft.Kusto,clusters,TRUE,TRUE
Microsoft.Kusto,clusters/databases,FALSE,FALSE
Microsoft.Kusto,clusters/databases/dataconnections,FALSE,FALSE
Microsoft.Kusto,clusters/databases/eventhubconnections,FALSE,FALSE
Microsoft.LabServices,labaccounts,TRUE,TRUE
Microsoft.LabServices,users,FALSE,FALSE
Microsoft.LocationBasedServices,accounts,TRUE,TRUE
Microsoft.LocationServices,accounts,TRUE,TRUE
Microsoft.LogAnalytics,logs,FALSE,FALSE
Microsoft.Logic,integrationAccounts,TRUE,TRUE
Microsoft.Logic,workflows,TRUE,TRUE
Microsoft.MachineLearning,commitmentPlans,TRUE,TRUE
Microsoft.MachineLearning,webServices,TRUE,TRUE
Microsoft.MachineLearning,Workspaces,TRUE,TRUE
Microsoft.MachineLearningExperimentation,accounts,TRUE,TRUE
Microsoft.MachineLearningExperimentation,accounts/workspaces,TRUE,TRUE
Microsoft.MachineLearningExperimentation,accounts/workspaces/projects,TRUE,TRUE
Microsoft.MachineLearningExperimentation,teamAccounts,TRUE,TRUE
Microsoft.MachineLearningExperimentation,teamAccounts/workspaces,TRUE,TRUE
Microsoft.MachineLearningExperimentation,teamAccounts/workspaces/projects,TRUE,TRUE
Microsoft.MachineLearningModelManagement,accounts,TRUE,TRUE
Microsoft.MachineLearningServices,workspaces,TRUE,TRUE
Microsoft.MachineLearningServices,workspaces/computes,FALSE,FALSE
Microsoft.ManagedIdentity,Identities,FALSE,FALSE
Microsoft.Management,getEntities,FALSE,FALSE
Microsoft.Management,managementGroups,FALSE,FALSE
Microsoft.Management,resources,FALSE,FALSE
Microsoft.Management,startTenantBackfill,FALSE,FALSE
Microsoft.Management,tenantBackfillStatus,FALSE,FALSE
Microsoft.Maps,accounts,TRUE,TRUE
Microsoft.Maps,accounts/eventGridFilters,FALSE,FALSE
Microsoft.Marketplace,offers,FALSE,FALSE
Microsoft.Marketplace,offerTypes,FALSE,FALSE
Microsoft.Marketplace,offerTypes/publishers,FALSE,FALSE
Microsoft.Marketplace,offerTypes/publishers/offers,FALSE,FALSE
Microsoft.Marketplace,offerTypes/publishers/offers/plans,FALSE,FALSE
Microsoft.Marketplace,offerTypes/publishers/offers/plans/agreements,FALSE,FALSE
Microsoft.Marketplace,offerTypes/publishers/offers/plans/configs,FALSE,FALSE
Microsoft.Marketplace,offerTypes/publishers/offers/plans/configs/importImage,FALSE,FALSE
Microsoft.Marketplace,privategalleryitems,FALSE,FALSE
Microsoft.Marketplace,products,FALSE,FALSE
Microsoft.MarketplaceApps,classicDevServices,TRUE,TRUE
Microsoft.MarketplaceApps,updateCommunicationPreference,FALSE,FALSE
Microsoft.MarketplaceOrdering,agreements,FALSE,FALSE
Microsoft.MarketplaceOrdering,offertypes,FALSE,FALSE
Microsoft.Media,mediaservices,TRUE,TRUE
Microsoft.Media,mediaservices/accountFilters,FALSE,FALSE
Microsoft.Media,mediaservices/assets,FALSE,FALSE
